index	version	enabled	ladder	rarity	nolimit	Level	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	End
Legolis' Duty	100	1		10	1	99	16	sbb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Eye of Legolis	100	1		10	1	99	16	lbb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Endurance	100	1		10	1	99	16	swb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Composure	100	1		10	1	99	16	lwb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Stroke	100	1		10	1	99	16	8sb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Song	100	1		10	1	99	16	8hb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Whisper	100	1		10	1	99	16	8lb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Impact	100	1		10	1	99	16	8cb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Fracture	100	1		10	1	99	16	8s8	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Fissure	100	1		10	1	99	16	8l8	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Parting	100	1		10	1	99	16	8sw	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Mark	100	1		10	1	99	16	8lw	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Target	100	1		10	1	99	16	6sb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Force of Legolis	100	1		10	1	99	16	6hb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Severence	100	1		10	1	99	16	6lb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Intention	100	1		10	1	99	16	6cb	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Aspiration	100	1		10	1	99	16	6s7	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Expression	100	1		10	1	99	16	6l7	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Fury	100	1		10	1	99	16	6sw	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Legolis' Rage	100	1		10	1	99	16	6lw	bow			100	25000	cblu	cblu						sock	6			light		1	3	knock		1	1	ignore-ac		1	1	swing3		40	80	pierce		30	75	hit-skill	38	5	15	dmg/lvl	16																			0
Malyketh's Spinerod	100	1		10	1	99	13	wnd	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Bonestick	100	1		10	1	99	13	ywn	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Thigh	100	1		10	1	99	13	bwn	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Femur	100	1		10	1	99	13	gwn	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Fibia	100	1		10	1	99	13	9wn	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Tibia	100	1		10	1	99	13	9yw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Ulna	100	1		10	1	99	13	9bw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Skullrod	100	1		10	1	99	13	9gw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Arm	100	1		10	1	99	13	7wn	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Finger	100	1		10	1	99	13	7yw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Hand	100	1		10	1	99	13	7bw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Malyketh's Toe	100	1		10	1	99	13	7gw	wand			100	20000	dgld	dgld						sock	2			light		1	2	rep-dur	10			nec		3	3	swing3		40	80	mana%		30	70	att%		30	70	hit-skill	56	15	20																	0
Aragorn's Sharp	100	1		10	1	99	21	9ss	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Long	100	1		10	1	99	21	9sm	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Fine	100	1		10	1	99	21	9sb	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Narrow	100	1		10	1	99	21	9fc	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Vicious	100	1		10	1	99	21	9cr	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Vorpal	100	1		10	1	99	21	9bs	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Singing	100	1		10	1	99	21	9ls	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Slicing	100	1		10	1	99	21	9wd	sword			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Glinting	100	1		10	1	99	21	92h	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Razor	100	1		10	1	99	21	9cm	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Fanged	100	1		10	1	99	21	9gs	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Wicked	100	1		10	1	99	21	9b9	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Victorious	100	1		10	1	99	21	9fb	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Aragorn's Feign	100	1		10	1	99	21	9gd	sword 2h			100	32500	dyel	dyel						sock	6			light		2	4	rep-dur	15			dmg-fire		200	600	swing3		40	80	dmg%/lvl	4			att%/lvl	4			att%		30	50	deadly		50	80													0
Gimli's Sharp	100	1		10	1	99	20	9ha	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Long	100	1		10	1	99	20	9ax	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Fine	100	1		10	1	99	20	92a	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Narrow	100	1		10	1	99	20	9mp	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Vicious	100	1		10	1	99	20	9wa	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Vorpal	100	1		10	1	99	20	9la	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Singing	100	1		10	1	99	20	9ba	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Slicing	100	1		10	1	99	20	9bt	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Glinting	100	1		10	1	99	20	9ga	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Razor	100	1		10	1	99	20	9gi	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Fanged	100	1		10	1	99	20	7ha	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Wicked	100	1		10	1	99	20	7ax	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Victorious	100	1		10	1	99	20	72a	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Feign	100	1		10	1	99	20	7mp	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Splitting	100	1		10	1	99	20	7wa	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Cleaving	100	1		10	1	99	20	7la	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Bludgeon	100	1		10	1	99	20	7ba	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Pride	100	1		10	1	99	20	7bt	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Masher	100	1		10	1	99	20	7ga	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Squashing	100	1		10	1	99	20	7gi	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Pulverizing	100	1		10	1	99	20	gix	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Severing	100	1		10	1	99	20	gax	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Cutting	100	1		10	1	99	20	btx	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Choice	100	1		10	1	99	20	bax	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Courage	100	1		10	1	99	20	lax	axe 2h			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Joy	100	1		10	1	99	20	wax	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Burrow	100	1		10	1	99	20	mpi	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Dwarfling	100	1		10	1	99	20	2ax	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Thumb	100	1		10	1	99	20	axe	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Gimli's Finger	100	1		10	1	99	20	hax	axe			100	30000	dpur	dpur						sock	6			light		2	4	rep-dur	12			dmg-norm		200	600	swing3		30	70	dmg%/lvl	4			att%		30	50	balance3		20	50	deadly		50	80													0
Xytor's Puncture	100	1		10	1	99	16	lxb	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Piercing	100	1		10	1	99	16	mxb	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Penetration	100	1		10	1	99	16	hxb	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Invasion	100	1		10	1	99	16	rxb	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Violation	100	1		10	1	99	16	8lx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Sting	100	1		10	1	99	16	8mx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Stab	100	1		10	1	99	16	8hx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Prick	100	1		10	1	99	16	8rx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Song	100	1		10	1	99	16	6lx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Aim	100	1		10	1	99	16	6mx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Hairtrigger	100	1		10	1	99	16	6hx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Xytor's Pride	100	1		10	1	99	16	6rx	crossbow			100	25000	blac	blac						sock	6			light		2	4	swing3		40	80	dmg-pois	100	300	800	howl		50	100	dmg/lvl	4			att%		30	50	hit-skill	83	15	15																	0
Syr-Tara's Glory	100	1		10	1	99	26	ci0	circlet			100	40000	lyel	lyel						sock	4			light		3	5	rep-dur	10	10	10	sor		3	5	cast3		50	75	mana%		50	100	ac/lvl	12			charged	90	30	30																	0
Syr-Tara's Pride	100	1		10	1	99	26	ci1	circlet			100	40000	lyel	lyel						sock	4			light		3	5	rep-dur	10	10	10	sor		3	5	cast3		50	75	mana%		50	100	ac/lvl	12			charged	90	30	30																	0
Syr-Tara's Goal	100	1		10	1	99	26	ci2	circlet			100	40000	lyel	lyel						sock	4			light		3	5	rep-dur	10	10	10	sor		3	5	cast3		50	75	mana%		50	100	ac/lvl	12			charged	90	30	30																	0
