Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
3301	1001866900	1001866900	1001866900	1001866900	1001866900	1001866900	1001866900	793
3302	1002266900	1002266900	1002266900	1002266900	1002266900	1002266900	1002266900	793
3303	1002666900	1002666900	1002666900	1002666900	1002666900	1002666900	1002666900	793
3304	1003066900	1003066900	1003066900	1003066900	1003066900	1003066900	1003066900	793
3305	1003466900	1003466900	1003466900	1003466900	1003466900	1003466900	1003466900	793
3306	1003866900	1003866900	1003866900	1003866900	1003866900	1003866900	1003866900	793
3307	1004266900	1004266900	1004266900	1004266900	1004266900	1004266900	1004266900	793
3308	1004666900	1004666900	1004666900	1004666900	1004666900	1004666900	1004666900	793
3309	1005066900	1005066900	1005066900	1005066900	1005066900	1005066900	1005066900	793
3310	1005466900	1005466900	1005466900	1005466900	1005466900	1005466900	1005466900	792
3311	1005866900	1005866900	1005866900	1005866900	1005866900	1005866900	1005866900	792
3312	1006266900	1006266900	1006266900	1006266900	1006266900	1006266900	1006266900	792
3313	1006666900	1006666900	1006666900	1006666900	1006666900	1006666900	1006666900	792
3314	1007066900	1007066900	1007066900	1007066900	1007066900	1007066900	1007066900	792
3315	1007466900	1007466900	1007466900	1007466900	1007466900	1007466900	1007466900	792
3316	1007866900	1007866900	1007866900	1007866900	1007866900	1007866900	1007866900	792
3317	1008266900	1008266900	1008266900	1008266900	1008266900	1008266900	1008266900	792
3318	1008666900	1008666900	1008666900	1008666900	1008666900	1008666900	1008666900	792
3319	1009066900	1009066900	1009066900	1009066900	1009066900	1009066900	1009066900	792
3320	1009466900	1009466900	1009466900	1009466900	1009466900	1009466900	1009466900	791
3321	1009866900	1009866900	1009866900	1009866900	1009866900	1009866900	1009866900	791
3322	1010266900	1010266900	1010266900	1010266900	1010266900	1010266900	1010266900	791
3323	1010666900	1010666900	1010666900	1010666900	1010666900	1010666900	1010666900	791
3324	1011066900	1011066900	1011066900	1011066900	1011066900	1011066900	1011066900	791
3325	1011466900	1011466900	1011466900	1011466900	1011466900	1011466900	1011466900	791
3326	1011866900	1011866900	1011866900	1011866900	1011866900	1011866900	1011866900	791
3327	1012266900	1012266900	1012266900	1012266900	1012266900	1012266900	1012266900	791
3328	1012666900	1012666900	1012666900	1012666900	1012666900	1012666900	1012666900	791
3329	1013066900	1013066900	1013066900	1013066900	1013066900	1013066900	1013066900	791
3330	1013466900	1013466900	1013466900	1013466900	1013466900	1013466900	1013466900	790
3331	1013866900	1013866900	1013866900	1013866900	1013866900	1013866900	1013866900	790
3332	1014266900	1014266900	1014266900	1014266900	1014266900	1014266900	1014266900	790
3333	1014666900	1014666900	1014666900	1014666900	1014666900	1014666900	1014666900	790
3334	1015066900	1015066900	1015066900	1015066900	1015066900	1015066900	1015066900	790
3335	1015466900	1015466900	1015466900	1015466900	1015466900	1015466900	1015466900	790
3336	1015866900	1015866900	1015866900	1015866900	1015866900	1015866900	1015866900	790
3337	1016266900	1016266900	1016266900	1016266900	1016266900	1016266900	1016266900	790
3338	1016666900	1016666900	1016666900	1016666900	1016666900	1016666900	1016666900	790
3339	1017066900	1017066900	1017066900	1017066900	1017066900	1017066900	1017066900	790
3340	1017466900	1017466900	1017466900	1017466900	1017466900	1017466900	1017466900	789
3341	1017866900	1017866900	1017866900	1017866900	1017866900	1017866900	1017866900	789
3342	1018266900	1018266900	1018266900	1018266900	1018266900	1018266900	1018266900	789
3343	1018666900	1018666900	1018666900	1018666900	1018666900	1018666900	1018666900	789
3344	1019066900	1019066900	1019066900	1019066900	1019066900	1019066900	1019066900	789
3345	1019466900	1019466900	1019466900	1019466900	1019466900	1019466900	1019466900	789
3346	1019866900	1019866900	1019866900	1019866900	1019866900	1019866900	1019866900	789
3347	1020266900	1020266900	1020266900	1020266900	1020266900	1020266900	1020266900	789
3348	1020666900	1020666900	1020666900	1020666900	1020666900	1020666900	1020666900	789
3349	1021066900	1021066900	1021066900	1021066900	1021066900	1021066900	1021066900	789
3350	1021466900	1021466900	1021466900	1021466900	1021466900	1021466900	1021466900	788
3351	1021866900	1021866900	1021866900	1021866900	1021866900	1021866900	1021866900	788
3352	1022266900	1022266900	1022266900	1022266900	1022266900	1022266900	1022266900	788
3353	1022666900	1022666900	1022666900	1022666900	1022666900	1022666900	1022666900	788
3354	1023066900	1023066900	1023066900	1023066900	1023066900	1023066900	1023066900	788
3355	1023466900	1023466900	1023466900	1023466900	1023466900	1023466900	1023466900	788
3356	1023866900	1023866900	1023866900	1023866900	1023866900	1023866900	1023866900	788
3357	1024266900	1024266900	1024266900	1024266900	1024266900	1024266900	1024266900	788
3358	1024666900	1024666900	1024666900	1024666900	1024666900	1024666900	1024666900	788
3359	1025066900	1025066900	1025066900	1025066900	1025066900	1025066900	1025066900	788
3360	1025466900	1025466900	1025466900	1025466900	1025466900	1025466900	1025466900	787
3361	1025866900	1025866900	1025866900	1025866900	1025866900	1025866900	1025866900	787
3362	1026266900	1026266900	1026266900	1026266900	1026266900	1026266900	1026266900	787
3363	1026666900	1026666900	1026666900	1026666900	1026666900	1026666900	1026666900	787
3364	1027066900	1027066900	1027066900	1027066900	1027066900	1027066900	1027066900	787
3365	1027466900	1027466900	1027466900	1027466900	1027466900	1027466900	1027466900	787
3366	1027866900	1027866900	1027866900	1027866900	1027866900	1027866900	1027866900	787
3367	1028266900	1028266900	1028266900	1028266900	1028266900	1028266900	1028266900	787
3368	1028666900	1028666900	1028666900	1028666900	1028666900	1028666900	1028666900	787
3369	1029066900	1029066900	1029066900	1029066900	1029066900	1029066900	1029066900	787
3370	1029466900	1029466900	1029466900	1029466900	1029466900	1029466900	1029466900	786
3371	1029866900	1029866900	1029866900	1029866900	1029866900	1029866900	1029866900	786
3372	1030266900	1030266900	1030266900	1030266900	1030266900	1030266900	1030266900	786
3373	1030666900	1030666900	1030666900	1030666900	1030666900	1030666900	1030666900	786
3374	1031066900	1031066900	1031066900	1031066900	1031066900	1031066900	1031066900	786
3375	1031466900	1031466900	1031466900	1031466900	1031466900	1031466900	1031466900	786
3376	1031866900	1031866900	1031866900	1031866900	1031866900	1031866900	1031866900	786
3377	1032266900	1032266900	1032266900	1032266900	1032266900	1032266900	1032266900	786
3378	1032666900	1032666900	1032666900	1032666900	1032666900	1032666900	1032666900	786
3379	1033066900	1033066900	1033066900	1033066900	1033066900	1033066900	1033066900	786
3380	1033466900	1033466900	1033466900	1033466900	1033466900	1033466900	1033466900	785
3381	1033866900	1033866900	1033866900	1033866900	1033866900	1033866900	1033866900	785
3382	1034266900	1034266900	1034266900	1034266900	1034266900	1034266900	1034266900	785
3383	1034666900	1034666900	1034666900	1034666900	1034666900	1034666900	1034666900	785
3384	1035066900	1035066900	1035066900	1035066900	1035066900	1035066900	1035066900	785
3385	1035466900	1035466900	1035466900	1035466900	1035466900	1035466900	1035466900	785
3386	1035866900	1035866900	1035866900	1035866900	1035866900	1035866900	1035866900	785
3387	1036266900	1036266900	1036266900	1036266900	1036266900	1036266900	1036266900	785
3388	1036666900	1036666900	1036666900	1036666900	1036666900	1036666900	1036666900	785
3389	1037066900	1037066900	1037066900	1037066900	1037066900	1037066900	1037066900	785
3390	1037466900	1037466900	1037466900	1037466900	1037466900	1037466900	1037466900	784
3391	1037866900	1037866900	1037866900	1037866900	1037866900	1037866900	1037866900	784
3392	1038266900	1038266900	1038266900	1038266900	1038266900	1038266900	1038266900	784
3393	1038666900	1038666900	1038666900	1038666900	1038666900	1038666900	1038666900	784
3394	1039066900	1039066900	1039066900	1039066900	1039066900	1039066900	1039066900	784
3395	1039466900	1039466900	1039466900	1039466900	1039466900	1039466900	1039466900	784
3396	1039866900	1039866900	1039866900	1039866900	1039866900	1039866900	1039866900	784
3397	1040266900	1040266900	1040266900	1040266900	1040266900	1040266900	1040266900	784
3398	1040666900	1040666900	1040666900	1040666900	1040666900	1040666900	1040666900	784
3399	1041066900	1041066900	1041066900	1041066900	1041066900	1041066900	1041066900	784
3400	1041466900	1041466900	1041466900	1041466900	1041466900	1041466900	1041466900	783
3401	1041866900	1041866900	1041866900	1041866900	1041866900	1041866900	1041866900	783
3402	1042266900	1042266900	1042266900	1042266900	1042266900	1042266900	1042266900	783
3403	1042666900	1042666900	1042666900	1042666900	1042666900	1042666900	1042666900	783
3404	1043066900	1043066900	1043066900	1043066900	1043066900	1043066900	1043066900	783
3405	1043466900	1043466900	1043466900	1043466900	1043466900	1043466900	1043466900	783
3406	1043866900	1043866900	1043866900	1043866900	1043866900	1043866900	1043866900	783
3407	1044266900	1044266900	1044266900	1044266900	1044266900	1044266900	1044266900	783
3408	1044666900	1044666900	1044666900	1044666900	1044666900	1044666900	1044666900	783
3409	1045066900	1045066900	1045066900	1045066900	1045066900	1045066900	1045066900	783
3410	1045466900	1045466900	1045466900	1045466900	1045466900	1045466900	1045466900	782
3411	1045866900	1045866900	1045866900	1045866900	1045866900	1045866900	1045866900	782
3412	1046266900	1046266900	1046266900	1046266900	1046266900	1046266900	1046266900	782
3413	1046666900	1046666900	1046666900	1046666900	1046666900	1046666900	1046666900	782
3414	1047066900	1047066900	1047066900	1047066900	1047066900	1047066900	1047066900	782
3415	1047466900	1047466900	1047466900	1047466900	1047466900	1047466900	1047466900	782
3416	1047866900	1047866900	1047866900	1047866900	1047866900	1047866900	1047866900	782
3417	1048266900	1048266900	1048266900	1048266900	1048266900	1048266900	1048266900	782
3418	1048666900	1048666900	1048666900	1048666900	1048666900	1048666900	1048666900	782
3419	1049066900	1049066900	1049066900	1049066900	1049066900	1049066900	1049066900	782
3420	1049466900	1049466900	1049466900	1049466900	1049466900	1049466900	1049466900	781
3421	1049866900	1049866900	1049866900	1049866900	1049866900	1049866900	1049866900	781
3422	1050266900	1050266900	1050266900	1050266900	1050266900	1050266900	1050266900	781
3423	1050666900	1050666900	1050666900	1050666900	1050666900	1050666900	1050666900	781
3424	1051066900	1051066900	1051066900	1051066900	1051066900	1051066900	1051066900	781
3425	1051466900	1051466900	1051466900	1051466900	1051466900	1051466900	1051466900	781
3426	1051866900	1051866900	1051866900	1051866900	1051866900	1051866900	1051866900	781
3427	1052266900	1052266900	1052266900	1052266900	1052266900	1052266900	1052266900	781
3428	1052666900	1052666900	1052666900	1052666900	1052666900	1052666900	1052666900	781
3429	1053066900	1053066900	1053066900	1053066900	1053066900	1053066900	1053066900	781
3430	1053466900	1053466900	1053466900	1053466900	1053466900	1053466900	1053466900	780
3431	1053866900	1053866900	1053866900	1053866900	1053866900	1053866900	1053866900	780
3432	1054266900	1054266900	1054266900	1054266900	1054266900	1054266900	1054266900	780
3433	1054666900	1054666900	1054666900	1054666900	1054666900	1054666900	1054666900	780
3434	1055066900	1055066900	1055066900	1055066900	1055066900	1055066900	1055066900	780
3435	1055466900	1055466900	1055466900	1055466900	1055466900	1055466900	1055466900	780
3436	1055866900	1055866900	1055866900	1055866900	1055866900	1055866900	1055866900	780
3437	1056266900	1056266900	1056266900	1056266900	1056266900	1056266900	1056266900	780
