Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ		Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
vulture2	111	vulture2		1	UndeadScavenger	vulture2		vulture	Vulture		VD  	1													5	13	0	7	9	1	36	36	36	vulture	vulture	10	15	14	13				80	80	85	8	8	8	75	65	50	20	20	20	50	50	50																		0	0	1	0	0	0	1	0	1	0	0	0	0	0		1	1			0	0	0	0	0																										100	100	100	-50	-40	-33	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	100	0	0	2				16	16	16		40	95	74	29	50	100	70	0	0	0	0	0	0	40	95	74	29	50	100	70	0	0	0	0	0	0	40	95	74	29	50	100	70	0	0	0	0	0	0																																											Swarm 1	Act 2 Champ A	Act 2 Unique A		Swarm 1 (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		Swarm 1 (H)	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	1	1	0
vulture3	112	vulture3		2	HellBuzzard	vulture3		vulture	Vulture		VD  	1													5	15	0	8	10	1	67	67	67	vulture	vulture	10	15	14	13				85	85	90	8	8	8	75	65	50	20	20	20	60	60	60																		0	0	1	0	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	0																										100	100	100	-50	-40	-33	10	5	5	5	5	5	10	5	5	5	5	5	10	5	105	5	5	5	2				22	22	22		40	95	77	37	50	100	72	0	0	0	0	0	0	40	95	77	37	50	100	72	0	0	0	0	0	0	40	95	77	37	50	100	72	0	0	0	0	0	0																																											Swarm 2	Act 3 Champ B	Act 3 Unique B		Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	1	1	0
vulture4	113	vulture4		3	WingedNightmare	vulture4		vulture	Vulture		VD  	1													6	17	0	8	10	1	91	91	91	vulture	vulture	10	15	14	13				90	90	95	8	8	8	75	65	50	20	20	20	70	70	70																		0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	100	100	-50	-40	-33	20	10	10	10	10	10	20	10	10	10	10	10	20	10	10	110	10	10	3				23	23	23		40	95	78	34	50	100	74	0	0	0	0	0	0	40	95	78	34	50	100	74	0	0	0	0	0	0	40	95	78	34	50	100	74	0	0	0	0	0	0																																											Swarm 2	Act 3 Champ B	Act 3 Unique B		Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	1	1	0
knight1	114	knight1		0	Sucker	knight1		mosquito	Wraith		MO  	1													4	8	0	12	15	1	30	30	30	doomknight	doomknight	10	15	14	13				90	95	95	5	5	5	85	90	95																								0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Smite	A1	1																						100	75	50	-33	-20	-10	20	20	20	25	50	0	30	30	30	50	75	0	40	40	40	75	100	0	4				21	21	21		225	300	150	134	75	150	71	100	250	60	0	0	0	225	300	150	134	75	150	71	100	250	60	0	0	0	225	300	150	134	75	150	71	100	250	60	0	0	0	A1	cold	60	20	40	100	60	20	40	100	60	20	40	100																													Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C				0	0	0	0	0
knight2	115	knight2		1	Feeder	knight2		mosquito	Wraith		MO  	1													5	9	0	12	15	1	45	45	45	doomknight	doomknight	10	15	14	13				90	95	95	5	5	5	85	90	95																								0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Smite	A1	1																						100	75	50	-33	-20	-10	20	20	20	25	50	0	30	30	30	50	75	0	40	40	40	75	100	0	4				23	23	23		300	450	150	172	75	150	72	100	250	60	0	0	0	300	450	150	172	75	150	72	100	250	60	0	0	0	300	450	150	172	75	150	72	100	250	60	0	0	0	A1	cold	70	20	40	200	70	20	40	200	70	20	40	200																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	0	0
knight3	116	knight3		2	BloodHook	knight3		mosquito	Wraith		MO  	1													6	10	0	12	15	1	65	65	65	doomknight	doomknight	10	15	14	13				90	95	95	5	5	5	90	95	99																								0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Smite	A1	1																						100	75	50	-33	-20	-10	25	25	25	25	50	0	35	35	35	50	75	0	45	45	45	75	100	0	5				22	22	22		500	700	150	264	75	150	73	100	250	80	0	0	0	500	700	150	264	75	150	73	100	250	80	0	0	0	500	700	150	264	75	150	73	100	250	80	0	0	0	A1	cold	80	20	40	300	80	20	40	300	80	20	40	300																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
knight4	117	knight4		3	BloodWing	knight4		mosquito	Wraith		MO  	1													4	8	0	12	15	1	80	80	80	doomknight	doomknight	10	15	14	13				99	99	99	5	5	5	95	99	99																								0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Smite	A1	1																						100	75	50	-33	-20	-10	30	30	30	40	50	0	40	40	40	60	75	0	48	60	60	80	100	0	6				24	24	24		550	750	150	316	75	150	66	100	250	70	0	0	0	550	750	150	316	75	150	66	100	250	70	0	0	0	550	750	150	316	75	150	66	100	250	70	0	0	0	A1	cold	90	20	40	600	90	20	40	600	90	20	40	600																													Knight	Act 4 Champ B	Act 4 Unique B		Knight (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		Knight (H)	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
willowisp1	118	willowisp1		0	JemHadar	willowisp1		willowisp	WillOWisp	poison attack	~W  	1	1												3	8	0	14	19	1	78	78	78	willowisp	willowisp	10	15	14	13				40	50	60	70	70	70	50	50	50																						willowisplightningbolt		1	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	0		Chain Lightning	SC	1																									-50	-33	0	40	40	40	50	40	100	50	50	50	70	50	100	45	80	80	100	80	100	3				21	21	21		180	220	83	83	40	100	80	0	0	80	0	0	0	180	220	83	83	40	100	80	0	0	80	0	0	0	180	220	83	83	40	100	80	0	0	80	0	0	0	A1	pois	80	50	50	200	80	50	50	200	80	50	50	200	SC	ltng	100	25	50	0	100	25	50	0	100	25	50	0															Act 3 Champ A	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Champ A	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Champ A	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	1	1	0
willowisp2	119	willowisp2		1	SwampGhost	willowisp2		willowisp	WillOWisp	drains mana	WW  	1	1												4	10	0	18	20	1	57	57	57	willowisp	willowisp	10	15	14	13				50	60	65	80	80	80	40	40	40																						willowisplightningbolt		1	0	1	1	0	0	1	0	1	0	0	1	0	0		1	1			0	0	0	0	0		Chain Lightning	SC	1																									-50	-33	0	55	0	0	60	0	0	45	0	0	80	0	0	45	0	0	100	0	0	2				23	23	23		25	65	70	36	25	90	65	0	0	65	0	0	0	25	65	70	36	25	90	65	0	0	65	0	0	0	25	65	70	36	25	90	65	0	0	65	0	0	0	A1	mana	60	20	75	180	60	20	75	180	60	20	75	180	SC	ltng	100	25	50	0	100	25	50	0	100	25	50	0															Act 3 Wraith B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	1	1	0
willowisp3	120	willowisp3		2	BurningSoul	willowisp3		willowisp	WillOWisp	drains mana	WW  	1	1												5	10	0	18	20	1	75	75	75	willowisp	willowisp	10	15	14	13				60	70	70	85	85	85	35	35	35																						willowisplightningbolt		1	0	1	1	0	0	1	0	1	0	0	1	0	0		1	1			0	0	0	0	0		Chain Lightning	SC	1																									-50	-33	0	70	5	5	75	5	5	50	5	5	90	5	5	50	5	5	105	5	5	2				26	26	26		25	65	72	39	25	90	67	0	0	67	0	0	0	25	65	72	39	25	90	67	0	0	67	0	0	0	25	65	72	39	25	90	67	0	0	67	0	0	0	A1	mana	80	20	75	240	80	20	75	240	80	20	75	240	SC	ltng	100	25	50	0	100	25	50	0	100	25	50	0															Act 4 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 4 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 4 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	1	1	0
willowisp4	121	willowisp4		3	BlackSoul	willowisp4		willowisp	WillOWisp	drains mana	WW  	1	1												7	13	0	18	20	1	91	91	91	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt		1	0	1	1	0	0	1	0	1	0	0	1	0	0		1	1			0	0	0	0	0		Chain Lightning	SC	1																									-50	-33	0	90	10	10	90	10	10	60	10	10	110	10	10	60	10	10	110	10	10	3				28	28	28		25	65	73	48	25	90	70	0	0	70	0	0	0	25	65	73	48	25	90	70	0	0	70	0	0	0	25	65	73	48	25	90	70	0	0	70	0	0	0	A1	mana	90	20	75	300	90	20	75	300	90	20	75	300	SC	ltng	100	25	50	0	100	25	50	0	100	25	50	0															Act 4 Wraith B	Act 3 Champ B	Act 3 Unique B		Act 4 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 4 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	1	1	0
mushroom	122	mushroom		0	MushHead	mushroom		arach	QuillMother	stun attack	~M  	1													4	8	0	8	12	1	28	28	28	arach	arach	10	15	14	13				90	90	90	70	70	70	5	5	5	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	75	50	-50	-40	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				12	12	12		150	300	80	60	30	80	77	0	0	0	0	0	0	150	300	80	60	30	80	77	0	0	0	0	0	0	150	300	80	60	30	80	77	0	0	0	0	0	0	A2	stun	80	0	0	25	80	0	0	25	80	0	0	25																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B				0	0	0	0	0
arach2	123	arach2		1	Uller	arach2		arach	Arach	cold sting	!5  	1													3	7	0	8	10	1	26	26	26	arach	arach	10	15	14	13				70	75	80	20	20	20	30	40	50	8	10	10	30	30	30																		0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		SpiderLay	A2	2																						100	75	50	-50	-40	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	3				16	16	16		80	150	70	36	40	110	64	0	0	0	0	0	0	80	150	70	36	40	110	64	0	0	0	0	0	0	80	150	70	36	40	110	64	0	0	0	0	0	0	A1	cold	50	20	40	50	50	20	40	50	50	20	40	50																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	0	0	0
arach3	124	arach3		2	PoisonSpinner	arach3		arach	Arach		SP  	1													6	12	0	11	13	1	39	39	39	arach	arach	10	15	14	13				70	75	80	20	20	20	35	45	55	8	12	12	35	35	35																		0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		SpiderLay	A2	3																						100	75	50	-50	-40	-25	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	100	4				21	21	21		55	105	66	66	30	75	62	0	0	0	0	0	0	55	105	66	66	30	75	62	0	0	0	0	0	0	55	105	66	66	30	75	62	0	0	0	0	0	0	A1	pois	33	20	20	1200	33	20	20	1200	33	20	20	1200																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
arach4	125	arach4		3	FlameSpider	arach4		arach	Arach		SP  	1													7	13	0	11	14	1	50	50	50	arach	arach	10	15	14	13				75	75	80	20	20	20	40	50	60	8	10	10	40	40	40																		0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		SpiderLay	A2	4																						100	75	50	-50	-40	-25	10	5	5	5	5	5	10	5	5	5	5	5	10	5	105	5	5	5	5				22	22	22		55	105	67	76	30	75	63	0	0	0	0	0	0	55	105	67	76	30	75	63	0	0	0	0	0	0	55	105	67	76	30	75	63	0	0	0	0	0	0	A1	fire	100	25	50	0	100	25	50	0	100	25	50	0																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
arach5	126	arach5		4	SpiderMagus	arach5		arach	Arach		SP  	1													8	15	0	11	16	1	66	66	66	arach	arach	10	15	14	13				75	75	80	20	20	20	45	55	65	8	8	8	45	45	45																		0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		SpiderLay	A2	5																						100	75	50	-50	-40	-25	20	10	10	10	10	10	20	10	10	10	10	10	20	10	110	10	10	10	7				23	23	23		55	105	69	87	30	75	65	0	0	0	0	0	0	55	105	69	87	30	75	65	0	0	0	0	0	0	55	105	69	87	30	75	65	0	0	0	0	0	0	A1	pois	50	30	30	500	50	30	30	500	50	30	30	500																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
thornhulk1	127	thornhulk1		1	BrambleHulk	thornhulk1		thornhulk	ThornHulk	stun attack	TH  	1													5	10	0	6	8	1	49	49	49	thornhulk	thornhulk	10	15	14	13				85	85	85	25	25	25	5	5	5	40	40	40	5	3	1	3	4	5															0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		MonFrenzy	A2	2																						100	85	75	-50	-40	-33	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	100	0	0	5				22	22	22		70	170	70	63	40	90	65	35	85	74	0	0	0	70	170	70	63	40	90	65	35	85	74	0	0	0	70	170	70	63	40	90	65	35	85	74	0	0	0	A2	stun	100	0	0	50	100	0	0	50	100	0	0	50																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
thornhulk2	128	thornhulk2		2	Spikefist	thornhulk2		thornhulk	ThornHulk	stun attack	TH  	1													7	12	0	6	8	1	91	91	91	thornhulk	thornhulk	10	15	14	13				90	90	90	40	40	40	5	5	5	50	50	50	5	3	1	3	4	5															0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		MonFrenzy	A2	3																						100	85	75	-33	-20	-10	20	10	10	10	10	10	20	10	10	10	10	10	20	10	10	110	10	10	6				23	23	23		70	170	73	73	40	90	69	35	85	78	0	0	0	70	170	73	73	40	90	69	35	85	78	0	0	0	70	170	73	73	40	90	69	35	85	78	0	0	0	A2	stun	100	0	0	50	100	0	0	50	100	0	0	50																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
treant1	129	treant1		0	BlackTreant	treant1		thornhulk	ThornHulk	corrupted spirit	!T  	1													4	8	0	7	9	1	41	41	41	thornhulk	thornhulk	10	15	14	13				80	80	80	15	15	15	5	5	5	30	30	30	5	3	1	3	4	5															0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	1		MonFrenzy	A2	1																						100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	4				21	21	21		70	170	69	46	40	90	64	35	85	71	0	0	0	70	170	69	46	40	90	64	35	85	71	0	0	0	70	170	69	46	40	90	64	35	85	71	0	0	0	A2	stun	100	0	0	25	100	0	0	25	100	0	0	25																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	0	0
treant2	130	treant2		3	AshenTreant	treant2		thornhulk	ThornHulk	corrupted spirit	!T  	1													8	15	0	8	10	1	109	109	109	thornhulk	thornhulk	10	15	14	13				100	100	100	50	50	50	5	5	5	55	55	55	5	3	1	3	4	5															0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	0			0	0	0	0	1		MonFrenzy	A2	4																						100	85	75	-25	-15	0	30	20	20	20	20	20	30	20	20	20	20	20	30	20	20	130	20	20	4				27	27	27		125	200	84	102	70	180	80	60	170	91	0	0	0	125	200	84	102	70	180	80	60	170	91	0	0	0	125	200	84	102	70	180	80	60	170	91	0	0	0	A2	stun	100	0	0	75	100	0	0	75	100	0	0	75																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
vampire1	131	vampire1		0	GhoulLord	vampire1		vampire	Vampire	steals life	VA  	1	1												4	9	0	9	11	1	28	28	28	vampire	vampire	11	15	14	13				55	55	55	20	40	50	24	25	25	25	25	35	3	3	3																		0	0	1	0	0	0	1	0	0	1	0	0	1	0		1	1		1	0	0	0	0	0		VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	30	0	0	0	50	0	30	0	0	0	50	50	40	0	0	0	100	50	4				19	19	19		65	145	68	48	25	75	62	0	0	0	0	0	0	65	145	68	48	25	75	62	0	0	0	0	0	0	65	145	68	48	25	75	62	0	0	0	0	0	0	A1	cold	60	30	60	30	60	30	60	30	60	30	60	30																													Act 2 Cast C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C				0	0	0	0	0
vampire2	132	vampire2		1	NightLord	vampire2		vampire	Vampire	steals life	VA  	1	1												5	11	0	10	12	1	41	41	41	vampire	vampire	11	15	14	13				65	65	65	25	50	60	25	26	26	25	28	39	5	5	5																		0	0	1	0	0	0	1	0	0	1	0	0	1	0		1	1		1	0	0	0	0	0		VampireFireball	SC	3	VampireFirewall	SC	3	VampireMeteor	SC	3	VampireMissile	SC	3													100	85	75	-50	-40	-25	45	0	0	0	50	0	35	0	0	0	50	50	45	0	0	0	100	50	3				23	23	23		65	145	69	74	25	75	65	0	0	0	0	0	0	65	145	69	74	25	75	65	0	0	0	0	0	0	65	145	69	74	25	75	65	0	0	0	0	0	0	A1	cold	65	30	60	30	65	30	60	30	65	30	60	30																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
vampire3	133	vampire3		2	DarkLord	vampire3		vampire	Vampire	steals life	VA  	1	1												6	14	0	10	12	1	50	50	50	vampire	vampire	11	15	14	13				76	76	76	30	60	70	26	27	27	25	31	43	7	7	7																		0	0	1	0	0	0	1	0	0	1	0	0	1	0		1	1		1	0	0	0	0	0		VampireFireball	SC	4	VampireFirewall	SC	4	VampireMeteor	SC	4	VampireMissile	SC	4													100	85	75	-50	-40	-25	60	5	5	5	55	5	40	5	5	5	55	55	50	5	5	5	105	55	4				24	24	24		65	145	71	90	25	75	67	0	0	0	0	0	0	65	145	71	90	25	75	67	0	0	0	0	0	0	65	145	71	90	25	75	67	0	0	0	0	0	0	A1	cold	70	30	60	30	70	30	60	30	70	30	60	30																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
vampire4	134	vampire4		3	BloodLord	vampire4		vampire	Vampire	steals life	VA  	1	1												7	16	0	11	13	1	63	63	63	vampire	vampire	11	15	14	13				85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																		0	0	1	0	0	0	1	0	0	1	0	0	1	0		1	1		1	0	0	0	0	0		VampireFireball	SC	5	VampireFirewall	SC	5	VampireMeteor	SC	5	VampireMissile	SC	5													100	85	75	-50	-40	-25	80	10	10	10	60	10	50	10	10	10	60	60	60	10	10	10	110	60	6				25	25	25		65	145	73	112	25	75	69	0	0	0	0	0	0	65	145	73	112	25	75	69	0	0	0	0	0	0	65	145	73	112	25	75	69	0	0	0	0	0	0	A1	cold	75	30	60	30	75	30	60	30	75	30	60	30																													Act 3 Cast C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Cast C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C				0	0	0	0	0
vampire5	135	vampire5		4	Banished	vampire5		vampire	Vampire	steals life	VA  	1	1												4	6	0	12	14	1	22	22	22	vampire	vampire	11	15	14	13				85	85	85	40	70	80	28	28	28	25	37	51	1	1	1																		0	0	1	0	0	0	1	0	0	1	0	0	1	0		1	1		1	0	0	0	0	0		VampireFireball	SC	1	VampireFirewall	SC	1	VampireMeteor	SC	1	VampireMissile	SC	1													100	85	75	-50	-40	-25	20	0	0	0	50	0	20	0	0	0	50	50	40	0	0	0	100	50	3				13	13	13		110	230	76	31	25	75	70	0	0	0	0	0	0	110	230	76	31	25	75	70	0	0	0	0	0	0	110	230	76	31	25	75	70	0	0	0	0	0	0	A1	cold	55	30	60	30	55	30	60	30	55	30	60	30																													Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A				0	0	0	0	0
batdemon1	136	batdemon1		0	DesertWing	batdemon1		batdemon	BatDemon	shocking hit	BT  	1													5	8	0	10	12	1	22	22	22	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	60	65	70	50	55	60	8	10	12																		0	0	1	1	0	0	1	0	0	0	0	1	0	0		1	1			0	0	0	0	0																										100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2				16	16	16		35	100	70	31	30	70	64	40	100	88	0	0	0	35	100	70	31	30	70	64	40	100	88	0	0	0	35	100	70	31	30	70	64	40	100	88	0	0	0	A2	ltng	100	30	50	0	100	30	50	0	100	30	50	0																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	1	1	0
batdemon2	137	batdemon2		1	Fiend	batdemon2		batdemon	BatDemon	shocking hit	BT  	1													5	9	0	11	13	1	27	27	27	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	65	70	75	50	56	62	8	10	12																		0	0	1	1	0	0	1	0	0	0	0	1	0	0		1	1			0	0	0	0	0																										100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	2				19	19	19		35	100	71	38	30	70	64	40	100	84	0	0	0	35	100	71	38	30	70	64	40	100	84	0	0	0	35	100	71	38	30	70	64	40	100	84	0	0	0	A2	ltng	100	30	50	0	100	30	50	0	100	30	50	0																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	1	1	0
