Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword2183	Daylight Savings	1		spea	pole								r14	r22	r01	gpg			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2184	Daylight Savings	1		spea	pole								r14	r22	r01	gsr			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2185	Daylight Savings	1		spea	pole								r14	r22	r01	glr			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2186	Daylight Savings	1		spea	pole								r14	r22	r01	gpr			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2187	Daylight Savings	1		spea	pole								r14	r22	r01	gsw			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2188	Daylight Savings	1		spea	pole								r14	r22	r01	glw			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2189	Daylight Savings	1		spea	pole								r14	r22	r01	gpw			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2190	Daylight Savings	1		spea	pole								r14	r22	r01	sku			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2191	Daylight Savings	1		spea	pole								r14	r22	r01	skl			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2192	Daylight Savings	1		spea	pole								r14	r22	r01	skz			openwounds		80	100	howl		50	80	light		5	5	ignore-ac		1	1	rep-dur	10			hit-skill	38	5	10					0
Runeword2193	Deceptions	1		h2h									r14	r26	r11	jew			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2194	Deceptions	1		h2h									r14	r26	r11	gsv			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2195	Deceptions	1		h2h									r14	r26	r11	gzv			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2196	Deceptions	1		h2h									r14	r26	r11	gpv			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2197	Deceptions	1		h2h									r14	r26	r11	gsy			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2198	Deceptions	1		h2h									r14	r26	r11	gly			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2199	Deceptions	1		h2h									r14	r26	r11	gpy			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2200	Deceptions	1		h2h									r14	r26	r11	gsb			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2201	Deceptions	1		h2h									r14	r26	r11	glb			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2202	Deceptions	1		h2h									r14	r26	r11	gpb			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2203	Deceptions	1		h2h									r14	r26	r11	gsg			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2204	Deceptions	1		h2h									r14	r26	r11	glg			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2205	Deceptions	1		h2h									r14	r26	r11	gpg			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2206	Deceptions	1		h2h									r14	r26	r11	gsr			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2207	Deceptions	1		h2h									r14	r26	r11	glr			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2208	Deceptions	1		h2h									r14	r26	r11	gpr			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2209	Deceptions	1		h2h									r14	r26	r11	gsw			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2210	Deceptions	1		h2h									r14	r26	r11	glw			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2211	Deceptions	1		h2h									r14	r26	r11	gpw			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2212	Deceptions	1		h2h									r14	r26	r11	sku			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2213	Deceptions	1		h2h									r14	r26	r11	skl			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2214	Deceptions	1		h2h									r14	r26	r11	skz			howl		50	80	regen		5	10	lifesteal		4	6	manasteal		4	6	res-fire-max		5	10	ass		3	3	charged	81	10	10	0
Runeword2215	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	jew			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2216	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsv			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2217	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gzv			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2218	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpv			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2219	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsy			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2220	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gly			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2221	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpy			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2222	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsb			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2223	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	glb			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2224	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpb			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2225	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsg			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2226	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	glg			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2227	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpg			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2228	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsr			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2229	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	glr			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2230	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpr			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2231	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gsw			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2232	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	glw			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2233	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	gpw			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2234	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	sku			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2235	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	skl			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2236	Destiny's Matron	1		aspe	abow	ajav							r31	r29	r28	skz			slow		40	40	ignore-ac		1	1	deadly		75	100	pierce		1	1	openwounds		50	100	dmg/lvl	8			swing3		100	200	0
Runeword2237	Disconcerted	1		helm									r13	r27	r19	jew			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2238	Disconcerted	1		helm									r13	r27	r19	gsv			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2239	Disconcerted	1		helm									r13	r27	r19	gzv			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2240	Disconcerted	1		helm									r13	r27	r19	gpv			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2241	Disconcerted	1		helm									r13	r27	r19	gsy			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2242	Disconcerted	1		helm									r13	r27	r19	gly			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2243	Disconcerted	1		helm									r13	r27	r19	gpy			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2244	Disconcerted	1		helm									r13	r27	r19	gsb			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2245	Disconcerted	1		helm									r13	r27	r19	glb			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2246	Disconcerted	1		helm									r13	r27	r19	gpb			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2247	Disconcerted	1		helm									r13	r27	r19	gsg			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2248	Disconcerted	1		helm									r13	r27	r19	glg			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2249	Disconcerted	1		helm									r13	r27	r19	gpg			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2250	Disconcerted	1		helm									r13	r27	r19	gsr			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2251	Disconcerted	1		helm									r13	r27	r19	glr			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2252	Disconcerted	1		helm									r13	r27	r19	gpr			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2253	Disconcerted	1		helm									r13	r27	r19	gsw			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2254	Disconcerted	1		helm									r13	r27	r19	glw			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2255	Disconcerted	1		helm									r13	r27	r19	gpw			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2256	Disconcerted	1		helm									r13	r27	r19	sku			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2257	Disconcerted	1		helm									r13	r27	r19	skl			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2258	Disconcerted	1		helm									r13	r27	r19	skz			swing3		50	100	dmg%		80	120	str		20	30	block1		-20	-20	balance1		-20	-20	light		-3	-3	rep-dur	5			0
Runeword2259	Dragon Fang	1		h2h									r29	r22	r13	jew			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2260	Dragon Fang	1		h2h									r29	r22	r13	gsv			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2261	Dragon Fang	1		h2h									r29	r22	r13	gzv			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2262	Dragon Fang	1		h2h									r29	r22	r13	gpv			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2263	Dragon Fang	1		h2h									r29	r22	r13	gsy			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2264	Dragon Fang	1		h2h									r29	r22	r13	gly			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2265	Dragon Fang	1		h2h									r29	r22	r13	gpy			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2266	Dragon Fang	1		h2h									r29	r22	r13	gsb			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2267	Dragon Fang	1		h2h									r29	r22	r13	glb			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2268	Dragon Fang	1		h2h									r29	r22	r13	gpb			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2269	Dragon Fang	1		h2h									r29	r22	r13	gsg			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2270	Dragon Fang	1		h2h									r29	r22	r13	glg			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2271	Dragon Fang	1		h2h									r29	r22	r13	gpg			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2272	Dragon Fang	1		h2h									r29	r22	r13	gsr			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2273	Dragon Fang	1		h2h									r29	r22	r13	glr			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2274	Dragon Fang	1		h2h									r29	r22	r13	gpr			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2275	Dragon Fang	1		h2h									r29	r22	r13	gsw			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2276	Dragon Fang	1		h2h									r29	r22	r13	glw			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2277	Dragon Fang	1		h2h									r29	r22	r13	gpw			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2278	Dragon Fang	1		h2h									r29	r22	r13	sku			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2279	Dragon Fang	1		h2h									r29	r22	r13	skl			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2280	Dragon Fang	1		h2h									r29	r22	r13	skz			swing3		100	200	dmg-norm		50	200	openwounds		80	100	rep-dur	5			block		12	12	dmg-pois	50	300	300	ass		1	1	0
Runeword2281	Dreamer	1		circ									r04	r23	r14	jew			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2282	Dreamer	1		circ									r04	r23	r14	gsv			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2283	Dreamer	1		circ									r04	r23	r14	gzv			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2284	Dreamer	1		circ									r04	r23	r14	gpv			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2285	Dreamer	1		circ									r04	r23	r14	gsy			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2286	Dreamer	1		circ									r04	r23	r14	gly			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2287	Dreamer	1		circ									r04	r23	r14	gpy			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2288	Dreamer	1		circ									r04	r23	r14	gsb			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2289	Dreamer	1		circ									r04	r23	r14	glb			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2290	Dreamer	1		circ									r04	r23	r14	gpb			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2291	Dreamer	1		circ									r04	r23	r14	gsg			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2292	Dreamer	1		circ									r04	r23	r14	glg			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2293	Dreamer	1		circ									r04	r23	r14	gpg			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2294	Dreamer	1		circ									r04	r23	r14	gsr			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2295	Dreamer	1		circ									r04	r23	r14	glr			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2296	Dreamer	1		circ									r04	r23	r14	gpr			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2297	Dreamer	1		circ									r04	r23	r14	gsw			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2298	Dreamer	1		circ									r04	r23	r14	glw			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2299	Dreamer	1		circ									r04	r23	r14	gpw			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2300	Dreamer	1		circ									r04	r23	r14	sku			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2301	Dreamer	1		circ									r04	r23	r14	skl			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2302	Dreamer	1		circ									r04	r23	r14	skz			ac-miss		200	200	regen		10	15	red-mag		10	20	regen-mana		10	15	charged	32	20	20	regen-mana		20	20	rep-dur	15			0
Runeword2303	Dweomerment	1		pelt									r22	r11	r06	jew			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2304	Dweomerment	1		pelt									r22	r11	r06	gsv			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2305	Dweomerment	1		pelt									r22	r11	r06	gzv			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2306	Dweomerment	1		pelt									r22	r11	r06	gpv			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2307	Dweomerment	1		pelt									r22	r11	r06	gsy			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2308	Dweomerment	1		pelt									r22	r11	r06	gly			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2309	Dweomerment	1		pelt									r22	r11	r06	gpy			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2310	Dweomerment	1		pelt									r22	r11	r06	gsb			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2311	Dweomerment	1		pelt									r22	r11	r06	glb			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2312	Dweomerment	1		pelt									r22	r11	r06	gpb			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
Runeword2313	Dweomerment	1		pelt									r22	r11	r06	gsg			res-all		20	20	thorns		20	30	dmg-to-mana		20	40	rep-dur	10			dru		1	1									0
