Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Act 4 (N) Miss A			1	25	100	300	500	55	Gold1 (N)	50	Act 4 (N) Equip A	16	Act 4 (N) Junk	24	Act 4 (N) Good	3	Act 4 (N) Bow A	6	bpq	2	xpq	2	mqv	1	bqv	1			0
Act 4 (N) Miss B			1	25	100	300	500	55	Gold1 (N)	50	Act 4 (N) Equip B	16	Act 4 (N) Junk	24	Act 4 (N) Good	3	Act 4 (N) Bow B	6	bpq	3	xpq	3	mqv	2	bqv	2			0
Act 5 (N) Miss A			1	25	100	300	500	55	Gold1 (N)	50	Act 5 (N) Equip A	16	Act 5 (N) Junk	24	Act 5 (N) Good	3	Act 5 (N) Bow A	6	bpq	2	xpq	2	mqv	1	bqv	1			0
Act 5 (N) Miss B			1	25	100	300	500	55	Gold1 (N)	50	Act 5 (N) Equip B	16	Act 5 (N) Junk	24	Act 5 (N) Good	3	Act 5 (N) Bow B	6	bpq	3	xpq	3	mqv	2	bqv	2			0
Act 5 (N) Miss C			1	25	100	300	500	55	Gold1 (N)	50	Act 5 (N) Equip C	16	Act 5 (N) Junk	24	Act 5 (N) Good	3	Act 5 (N) Bow B	6	bpq	4	xpq	4	mqv	3	bqv	3			0
Act 1 (H) Miss A			1	25	100	300	500	80	Gold1 (H)	50	Act 1 (H) Equip A	16	Act 1 (H) Junk	24	Act 1 (H) Good	3	Act 1 (H) Bow A	6	mqv	2	bqv	2							0
Act 1 (H) Miss B			1	25	100	300	500	80	Gold1 (H)	50	Act 1 (H) Equip B	16	Act 1 (H) Junk	24	Act 1 (H) Good	3	Act 1 (H) Bow B	6	mqv	2	bqv	2							0
Act 1 (H) Miss C			1	25	100	300	500	80	Gold1 (H)	50	Act 1 (H) Equip B	16	Act 1 (H) Junk	24	Act 1 (H) Good	3	Act 1 (H) Bow B	6	mqv	3	bqv	3							0
Act 2 (H) Miss A			1	25	100	300	500	80	Gold1 (H)	50	Act 2 (H) Equip A	16	Act 1 (H) Junk	24	Act 2 (H) Good	3	Act 2 (H) Bow A	6	mqv	2	bqv	2							0
Act 2 (H) Miss B			1	25	100	300	500	80	Gold1 (H)	50	Act 2 (H) Equip B	16	Act 1 (H) Junk	24	Act 2 (H) Good	3	Act 2 (H) Bow B	6	mqv	2	bqv	2							0
Act 2 (H) Miss C			1	25	100	300	500	80	Gold1 (H)	50	Act 2 (H) Equip B	16	Act 1 (H) Junk	24	Act 2 (H) Good	3	Act 2 (H) Bow B	6	mqv	3	bqv	3							0
Act 3 (H) Miss A			1	25	100	300	500	80	Gold1 (H)	50	Act 3 (H) Equip A	16	Act 1 (H) Junk	24	Act 3 (H) Good	3	Act 3 (H) Bow A	6	mqv	2	bqv	2							0
Act 3 (H) Miss B			1	25	100	300	500	80	Gold1 (H)	50	Act 3 (H) Equip B	16	Act 1 (H) Junk	24	Act 3 (H) Good	3	Act 3 (H) Bow B	6	mqv	2	bqv	2							0
Act 3 (H) Miss C			1	25	100	300	500	80	Gold1 (H)	50	Act 3 (H) Equip B	16	Act 1 (H) Junk	24	Act 3 (H) Good	3	Act 3 (H) Bow B	6	mqv	3	bqv	3							0
Act 4 (H) Miss A			1	25	100	300	500	80	Gold1 (H)	50	Act 4 (H) Equip A	16	Act 1 (H) Junk	24	Act 4 (H) Good	3	Act 4 (H) Bow A	6	mqv	3	bqv	3							0
Act 4 (H) Miss B			1	25	100	300	500	80	Gold1 (H)	50	Act 4 (H) Equip B	16	Act 1 (H) Junk	24	Act 4 (H) Good	3	Act 4 (H) Bow B	6	mqv	4	bqv	4							0
Act 5 (H) Miss A			1	25	100	300	500	80	Gold1 (H)	50	Act 5 (H) Equip A	16	Act 1 (H) Junk	24	Act 5 (H) Good	3	Act 5 (H) Bow A	6	mqv	3	bqv	3							0
Act 5 (H) Miss B			1	25	100	300	500	80	Gold1 (H)	50	Act 5 (H) Equip B	16	Act 1 (H) Junk	24	Act 5 (H) Good	3	Act 5 (H) Bow B	6	mqv	4	bqv	4							0
Act 5 (H) Miss C			1	25	100	300	500	80	Gold1 (H)	50	Act 5 (H) Equip C	16	Act 1 (H) Junk	24	Act 5 (H) Good	3	Act 5 (H) Bow B	6	mqv	5	bqv	5							0
Act 1 Wraith A			1	25	100	300	500	40	Act 1 Good	10	Act 1 Magic A	60	Gremlin Main	1	Gremlin 1	1													0
Act 1 Wraith B			1	25	100	300	500	40	Act 1 Good	10	Act 1 Magic B	60	Gremlin Main	1	Gremlin 2	1													0
Act 1 Wraith C			1	25	100	300	500	40	Act 1 Good	10	Act 1 Magic C	60	Gremlin Main	1	Gremlin 3	1													0
Act 2 Wraith A			1	25	100	300	500	40	Act 2 Good	10	Act 2 Magic A	60	Gremlin Main	1	Gremlin 4	1													0
Act 2 Wraith B			1	25	100	300	500	40	Act 2 Good	10	Act 2 Magic B	60	Gremlin Main	1	Gremlin 5	1													0
Act 2 Wraith C			1	25	100	300	500	40	Act 3 Good	10	Act 2 Magic C	60	Gremlin Main	1	Gremlin 6	1													0
Act 3 Wraith A			1	25	100	300	500	40	Act 3 Good	10	Act 3 Magic A	60	Gremlin Main	1	Gremlin 7	1													0
Act 3 Wraith B			1	25	100	300	500	40	Act 3 Good	10	Act 3 Magic B	60	Gremlin Main	1	Gremlin 8	1													0
Act 3 Wraith C			1	25	100	300	500	40	Act 3 Good	10	Act 3 Magic C	60	Gremlin Main	1	Gremlin 9	1													0
Act 4 Wraith A			1	25	100	300	500	40	Act 4 Good	10	Act 4 Magic A	60	Gremlin Main	1	Gremlin 10	1													0
Act 4 Wraith B			1	25	100	300	500	40	Act 4 Good	10	Act 4 Magic B	60	Gremlin Main	1	Gremlin 11	1													0
Act 5 Wraith A			1	25	100	300	500	40	Act 5 Good	10	Act 5 Magic A	60	Gremlin Main	1	Gremlin 12	1													0
Act 5 Wraith B			1	25	100	300	500	40	Act 5 Good	10	Act 5 Magic B	60	Gremlin Main	1	Gremlin 13	1													0
Act 5 Wraith C			1	25	100	300	500	40	Act 5 Good	10	Act 5 Magic C	60	Gremlin Main	1	Gremlin 14	1													0
Act 1 (N) Wraith A			1	25	100	300	500	50	Act 1 (N) Good	10	Act 1 (N) Magic A	50	Gremlin Main	1	Gremlin 15	1													0
Act 1 (N) Wraith B			1	25	100	300	500	50	Act 1 (N) Good	10	Act 1 (N) Magic B	50	Gremlin Main	1	Gremlin 16	1													0
Act 1 (N) Wraith C			1	25	100	300	500	50	Act 1 (N) Good	10	Act 1 (N) Magic B	50	Gremlin Main	1	Gremlin 17	1													0
Act 2 (N) Wraith A			1	25	100	300	500	50	Act 2 (N) Good	10	Act 2 (N) Magic A	50	Gremlin Main	1	Gremlin 18	1													0
Act 2 (N) Wraith B			1	25	100	300	500	50	Act 2 (N) Good	10	Act 2 (N) Magic B	50	Gremlin Main	1	Gremlin 19	1													0
Act 2 (N) Wraith C			1	25	100	300	500	50	Act 2 (N) Good	10	Act 2 (N) Magic B	50	Gremlin Main	1	Gremlin 20	1													0
Act 3 (N) Wraith A			1	25	100	300	500	50	Act 3 (N) Good	10	Act 3 (N) Magic A	50	Gremlin Main	1	Gremlin 21	1													0
Act 3 (N) Wraith B			1	25	100	300	500	50	Act 3 (N) Good	10	Act 3 (N) Magic B	50	Gremlin Main	1	Gremlin 22	1													0
Act 3 (N) Wraith C			1	25	100	300	500	50	Act 3 (N) Good	10	Act 3 (N) Magic B	50	Gremlin Main	1	Gremlin 23	1													0
Act 4 (N) Wraith A			1	25	100	300	500	50	Act 4 (N) Good	10	Act 4 (N) Magic A	50	Gremlin Main	1	Gremlin 24	1													0
Act 4 (N) Wraith B			1	25	100	300	500	50	Act 4 (N) Good	10	Act 4 (N) Magic B	50	Gremlin Main	1	Gremlin 25	1													0
Act 5 (N) Wraith A			1	25	100	300	500	50	Act 5 (N) Good	10	Act 5 (N) Magic A	50	Gremlin Main	1	Gremlin 26	1													0
Act 5 (N) Wraith B			1	25	100	300	500	50	Act 5 (N) Good	10	Act 5 (N) Magic B	50	Gremlin Main	1	Gremlin 27	1													0
Act 5 (N) Wraith C			1	25	100	300	500	50	Act 5 (N) Good	10	Act 5 (N) Magic C	50	Gremlin Main	1	Gremlin 28	1													0
Act 1 (H) Wraith A			1	25	100	300	500	60	Act 1 (H) Good	10	Act 1 (H) Magic A	40	Gremlin Main	1	Gremlin 29	1													0
Act 1 (H) Wraith B			1	25	100	300	500	60	Act 1 (H) Good	10	Act 1 (H) Magic B	40	Gremlin Main	1	Gremlin 30	1													0
Act 1 (H) Wraith C			1	25	100	300	500	60	Act 1 (H) Good	10	Act 1 (H) Magic B	40	Gremlin Main	1	Gremlin 31	1													0
Act 2 (H) Wraith A			1	25	100	300	500	60	Act 2 (H) Good	10	Act 2 (H) Magic A	40	Gremlin Main	1	Gremlin 32	1													0
Act 2 (H) Wraith B			1	25	100	300	500	60	Act 2 (H) Good	10	Act 2 (H) Magic B	40	Gremlin Main	1	Gremlin 33	1													0
Act 2 (H) Wraith C			1	25	100	300	500	60	Act 2 (H) Good	10	Act 2 (H) Magic B	40	Gremlin Main	2															0
Act 3 (H) Wraith A			1	25	100	300	500	60	Act 3 (H) Good	10	Act 3 (H) Magic A	40	Gremlin Main	2															0
Act 3 (H) Wraith B			1	25	100	300	500	60	Act 3 (H) Good	10	Act 3 (H) Magic B	40	Gremlin Main	2															0
Act 3 (H) Wraith C			1	25	100	300	500	60	Act 3 (H) Good	10	Act 3 (H) Magic B	40	Gremlin Main	2															0
Act 4 (H) Wraith A			1	25	100	300	500	60	Act 4 (H) Good	10	Act 4 (H) Magic A	40	Gremlin Main	2															0
Act 4 (H) Wraith B			1	25	100	300	500	60	Act 4 (H) Good	10	Act 4 (H) Magic B	40	Gremlin Main	2															0
Act 5 (H) Wraith A			1	25	100	300	500	60	Act 5 (H) Good	10	Act 5 (H) Magic A	40	Gremlin Main	2															0
Act 5 (H) Wraith B			1	25	100	300	500	60	Act 5 (H) Good	10	Act 5 (H) Magic B	40	Gremlin Main	2															0
Act 5 (H) Wraith C			1	25	100	300	500	60	Act 5 (H) Good	10	Act 5 (H) Magic C	40	Gremlin Main	2															0
Act 1 Citem A			1	75	150	450	750	40	Gold5	75	Act 1 Equip A	50	Act 1 Good	30	elx	2	Dbox Main	1	Gremlin 6	2	Gremlin Main	1							0
Act 1 Citem B			1	75	150	450	750	40	Gold5	75	Act 1 Equip B	50	Act 1 Good	30	elx	2	Dbox Main	1	Gremlin 7	2	Gremlin Main	1							0
Act 1 Citem C			1	75	150	450	750	40	Gold5	75	Act 1 Equip C	50	Act 1 Good	30	elx	2	Dbox Main	1	Gremlin 8	2	Gremlin Main	1							0
Act 2 Citem A			1	75	150	450	750	40	Gold6	75	Act 2 Equip A	50	Act 2 Good	30	elx	2	Dbox Main	1	Gremlin 9	2	Gremlin Main	1							0
Act 2 Citem B			1	75	150	450	750	40	Gold6	75	Act 2 Equip B	50	Act 2 Good	30	elx	2	Dbox Main	1	Gremlin 10	2	Gremlin Main	1							0
Act 2 Citem C			1	75	150	450	750	40	Gold6	75	Act 2 Equip C	50	Act 3 Good	30	elx	2	Dbox Main	1	Gremlin 11	2	Gremlin Main	1							0
Act 3 Citem A			1	75	150	450	750	40	Gold7	75	Act 3 Equip A	50	Act 3 Good	30	elx	2	Dbox Main	1	Gremlin 12	2	Gremlin Main	1							0
Act 3 Citem B			1	75	150	450	750	40	Gold7	75	Act 3 Equip B	50	Act 3 Good	30	elx	2	Dbox Main	1	Gremlin 13	2	Gremlin Main	1							0
Act 3 Citem C			1	75	150	450	750	40	Gold7	75	Act 3 Equip C	50	Act 3 Good	30	elx	2	Dbox Main	1	Gremlin 14	2	Gremlin Main	1							0
Act 4 Citem A			1	75	150	450	750	40	Gold8	75	Act 4 Equip A	50	Act 4 Good	30	elx	2	Dbox Main	1	Gremlin 15	2	Gremlin Main	1							0
Act 4 Citem B			1	75	150	450	750	40	Gold8	75	Act 4 Equip B	50	Act 4 Good	30	elx	2	Dbox Main	1	Gremlin 16	2	Gremlin Main	1							0
Act 5 Citem A			1	75	150	450	750	40	Gold9	75	Act 5 Equip A	50	Act 5 Good	30	elx	2	Dbox Main	1	Gremlin 17	2	Gremlin Main	1							0
Act 5 Citem B			1	75	150	450	750	40	Gold9	75	Act 5 Equip B	50	Act 5 Good	30	elx	2	Dbox Main	1	Gremlin 18	2	Gremlin Main	1							0
Act 5 Citem C			1	75	150	450	750	40	Gold9	75	Act 5 Equip C	50	Act 5 Good	30	elx	2	Dbox Main	1	Gremlin 19	2	Gremlin Main	1							0
Act 1 (N) Citem A			1	75	150	450	750	50	Gold5 (N)	75	Act 1 (N) Equip A	50	Act 1 (N) Good	30	elx	5	Dbox Main	2	Gremlin 20	3	Gremlin Main	2							0
Act 1 (N) Citem B			1	75	150	450	750	50	Gold5 (N)	75	Act 1 (N) Equip B	50	Act 1 (N) Good	30	elx	5	Dbox Main	2	Gremlin 21	3	Gremlin Main	2							0
Act 1 (N) Citem C			1	75	150	450	750	50	Gold5 (N)	75	Act 1 (N) Equip B	50	Act 1 (N) Good	30	elx	5	Dbox Main	2	Gremlin 22	3	Gremlin Main	2							0
Act 2 (N) Citem A			1	75	150	450	750	50	Gold6 (N)	75	Act 2 (N) Equip A	50	Act 2 (N) Good	30	elx	5	Dbox Main	2	Gremlin 23	3	Gremlin Main	2							0
Act 2 (N) Citem B			1	75	150	450	750	50	Gold6 (N)	75	Act 2 (N) Equip B	50	Act 2 (N) Good	30	elx	5	Dbox Main	2	Gremlin 24	3	Gremlin Main	2							0
Act 2 (N) Citem C			1	75	150	450	750	50	Gold6 (N)	75	Act 2 (N) Equip B	50	Act 2 (N) Good	30	elx	5	Dbox Main	2	Gremlin 25	3	Gremlin Main	2							0
Act 3 (N) Citem A			1	75	150	450	750	50	Gold7 (N)	75	Act 3 (N) Equip A	50	Act 3 (N) Good	30	elx	5	Dbox Main	2	Gremlin 26	3	Gremlin Main	2							0
Act 3 (N) Citem B			1	75	150	450	750	50	Gold7 (N)	75	Act 3 (N) Equip B	50	Act 3 (N) Good	30	elx	5	Dbox Main	2	Gremlin 27	3	Gremlin Main	2							0
Act 3 (N) Citem C			1	75	150	450	750	50	Gold7 (N)	75	Act 3 (N) Equip B	50	Act 3 (N) Good	30	elx	5	Dbox Main	2	Gremlin 28	3	Gremlin Main	2							0
Act 4 (N) Citem A			1	75	150	450	750	50	Gold8 (N)	75	Act 4 (N) Equip A	50	Act 4 (N) Good	30	elx	5	Dbox Main	2	Gremlin 29	3	Gremlin Main	2							0
Act 4 (N) Citem B			1	75	150	450	750	50	Gold8 (N)	75	Act 4 (N) Equip B	50	Act 4 (N) Good	30	elx	5	Dbox Main	2	Gremlin 30	3	Gremlin Main	2							0
Act 5 (N) Citem A			1	75	150	450	750	50	Gold9 (N)	75	Act 5 (N) Equip A	50	Act 5 (N) Good	30	elx	5	Dbox Main	2	Gremlin 31	3	Gremlin Main	2							0
Act 5 (N) Citem B			1	75	150	450	750	50	Gold9 (N)	75	Act 5 (N) Equip B	50	Act 5 (N) Good	30	elx	5	Dbox Main	2	Gremlin 32	3	Gremlin Main	2							0
Act 5 (N) Citem C			1	75	150	450	750	50	Gold9 (N)	75	Act 5 (N) Equip C	50	Act 5 (N) Good	30	elx	5	Dbox Main	2	Gremlin 33	3	Gremlin Main	2							0
Act 1 (H) Citem A			1	75	150	450	750	60	Gold5 (H)	75	Act 1 (H) Equip A	50	Act 1 (H) Good	30	elx	8	Dbox Main	3											0
Act 1 (H) Citem B			1	75	150	450	750	60	Gold5 (H)	75	Act 1 (H) Equip B	50	Act 1 (H) Good	30	elx	8	Dbox Main	3											0
Act 1 (H) Citem C			1	75	150	450	750	60	Gold5 (H)	75	Act 1 (H) Equip B	50	Act 1 (H) Good	30	elx	8	Dbox Main	3											0
Act 2 (H) Citem A			1	75	150	450	750	60	Gold6 (H)	75	Act 2 (H) Equip A	50	Act 2 (H) Good	30	elx	8	Dbox Main	3											0
Act 2 (H) Citem B			1	75	150	450	750	60	Gold6 (H)	75	Act 2 (H) Equip B	50	Act 2 (H) Good	30	elx	8	Dbox Main	3											0
Act 2 (H) Citem C			1	75	150	450	750	60	Gold6 (H)	75	Act 2 (H) Equip B	50	Act 2 (H) Good	30	elx	8	Dbox Main	3											0
Act 3 (H) Citem A			1	75	150	450	750	60	Gold7 (H)	75	Act 3 (H) Equip A	50	Act 3 (H) Good	30	elx	8	Dbox Main	3											0
Act 3 (H) Citem B			1	75	150	450	750	60	Gold7 (H)	75	Act 3 (H) Equip B	50	Act 3 (H) Good	30	elx	8	Dbox Main	3											0
Act 3 (H) Citem C			1	75	150	450	750	60	Gold7 (H)	75	Act 3 (H) Equip B	50	Act 3 (H) Good	30	elx	8	Dbox Main	3											0
Act 4 (H) Citem A			1	75	150	450	750	60	Gold8 (H)	75	Act 4 (H) Equip A	50	Act 4 (H) Good	30	elx	8	Dbox Main	3											0
Act 4 (H) Citem B			1	75	150	450	750	60	Gold8 (H)	75	Act 4 (H) Equip B	50	Act 4 (H) Good	30	elx	8	Dbox Main	3											0
Act 5 (H) Citem A			1	75	150	450	750	60	Gold9 (H)	75	Act 5 (H) Equip A	50	Act 5 (H) Good	30	elx	8	Dbox Main	3											0
Act 5 (H) Citem B			1	75	150	450	750	60	Gold9 (H)	75	Act 5 (H) Equip B	50	Act 5 (H) Good	30	elx	8	Dbox Main	3											0
Act 5 (H) Citem C			1	75	150	450	750	60	Gold9 (H)	75	Act 5 (H) Equip C	50	Act 5 (H) Good	30	elx	8	Dbox Main	3											0
Act 1 Cpot A			1		150	450	750	40	rvs	2	Hpotion 1	30	Gremlin Main	2	Gremlin 6	2													0
Act 1 Cpot B			1		150	450	750	40	rvs	2	Hpotion 1	30	Gremlin Main	2	Gremlin 7	2													0
Act 1 Cpot C			1		150	450	750	40	rvs	2	Hpotion 1	30	Gremlin Main	2	Gremlin 8	2													0
Act 2 Cpot A			1		150	450	750	40	rvs	2	Hpotion 2	30	Gremlin Main	2	Gremlin 9	2													0
Act 2 Cpot B			1		150	450	750	40	rvs	2	Hpotion 2	30	Gremlin Main	2	Gremlin 10	2													0
Act 2 Cpot C			1		150	450	750	40	rvs	2	Hpotion 2	30	Gremlin Main	2	Gremlin 11	2													0
Act 3 Cpot A			1		150	450	750	40	rvs	2	Hpotion 3	30	Gremlin Main	2	Gremlin 12	2													0
Act 3 Cpot B			1		150	450	750	40	rvs	2	Hpotion 3	30	Gremlin Main	2	Gremlin 13	2													0
Act 3 Cpot C			1		150	450	750	40	rvs	2	Hpotion 3	30	Gremlin Main	2	Gremlin 14	2													0
Act 4 Cpot A			1		150	450	750	40	rvs	2	Hpotion 3	30	Hpotion 4	15	Gremlin Main	2	Gremlin 15	2											0
Act 4 Cpot B			1		150	450	750	40	rvs	2	Hpotion 3	30	Hpotion 4	15	Gremlin Main	2	Gremlin 16	2											0
Act 5 Cpot A			1		150	450	750	40	rvs	2	Hpotion 4	30	Hpotion 5	15	Gremlin Main	2	Gremlin 17	2											0
Act 5 Cpot B			1		150	450	750	40	rvs	2	Hpotion 4	30	Hpotion 5	15	Gremlin Main	2	Gremlin 18	2											0
Act 5 Cpot C			1		150	450	750	40	rvs	2	Hpotion 4	30	Hpotion 5	15	Gremlin Main	2	Gremlin 19	2											0
Act 1 (N) Cpot A			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 20	2									0
Act 1 (N) Cpot B			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 21	2									0
Act 1 (N) Cpot C			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 22	2									0
Act 2 (N) Cpot A			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 23	2									0
Act 2 (N) Cpot B			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 24	2									0
Act 2 (N) Cpot C			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 25	2									0
Act 3 (N) Cpot A			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 26	2									0
Act 3 (N) Cpot B			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 27	2									0
Act 3 (N) Cpot C			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 28	2									0
Act 4 (N) Cpot A			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 29	2									0
Act 4 (N) Cpot B			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 30	2									0
Act 5 (N) Cpot A			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 31	2									0
Act 5 (N) Cpot B			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 32	2									0
Act 5 (N) Cpot C			1		150	450	750	50	rvs	4	Hpotion 4 (N)	40	Hpotion 5 (N)	20	Hpotion 6 (N)	10	Gremlin Main	2	Gremlin 33	2									0
Act 1 (H) Cpot A			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 1 (H) Cpot B			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 1 (H) Cpot C			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 2 (H) Cpot A			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 2 (H) Cpot B			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 2 (H) Cpot C			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 3 (H) Cpot A			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 3 (H) Cpot B			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 3 (H) Cpot C			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 4 (H) Cpot A			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 4 (H) Cpot B			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 5 (H) Cpot A			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 5 (H) Cpot B			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 5 (H) Cpot C			1		150	450	750	60	rvs	12	rvl	2	Hpotion 5 (H)	24	Hpotion 6 (H)	12	Gremlin Main	2											0
Act 1 Champ A			-2	75	150	450	750		Act 1 Citem A	1	Act 1 Cpot A	1																	0
Act 1 Champ B			-2	75	150	450	750		Act 1 Citem B	1	Act 1 Cpot B	1																	0
Act 1 Champ C			-2	75	150	450	750		Act 1 Citem C	1	Act 1 Cpot C	1																	0
Act 2 Champ A			-2	75	150	450	750		Act 2 Citem A	1	Act 2 Cpot A	1																	0
Act 2 Champ B			-2	75	150	450	750		Act 2 Citem B	1	Act 2 Cpot B	1																	0
Act 2 Champ C			-2	75	150	450	750		Act 2 Citem C	1	Act 2 Cpot C	1																	0
Act 3 Champ A			-2	75	150	450	750		Act 3 Citem A	1	Act 3 Cpot A	1																	0
Act 3 Champ B			-2	75	150	450	750		Act 3 Citem B	1	Act 3 Cpot B	1																	0
Act 3 Champ C			-2	75	150	450	750		Act 3 Citem C	1	Act 3 Cpot C	1																	0
Act 4 Champ A			-2	75	150	450	750		Act 4 Citem A	1	Act 4 Cpot A	1																	0
Act 4 Champ B			-2	75	150	450	750		Act 4 Citem B	1	Act 4 Cpot B	1																	0
Act 5 Champ A			-2	75	150	450	750		Act 5 Citem A	1	Act 5 Cpot A	1																	0
Act 5 Champ B			-2	75	150	450	750		Act 5 Citem B	1	Act 5 Cpot B	1																	0
Act 5 Champ C			-2	75	150	450	750		Act 5 Citem C	1	Act 5 Cpot C	1																	0
Act 1 (N) Champ A			-3	75	150	450	750		Act 1 (N) Citem A	1	Act 1 (N) Cpot A	2																	0
Act 1 (N) Champ B			-3	75	150	450	750		Act 1 (N) Citem B	1	Act 1 (N) Cpot B	2																	0
Act 1 (N) Champ C			-3	75	150	450	750		Act 1 (N) Citem C	1	Act 1 (N) Cpot C	2																	0
Act 2 (N) Champ A			-3	75	150	450	750		Act 2 (N) Citem A	1	Act 2 (N) Cpot A	2																	0
Act 2 (N) Champ B			-3	75	150	450	750		Act 2 (N) Citem B	1	Act 2 (N) Cpot B	2																	0
Act 2 (N) Champ C			-3	75	150	450	750		Act 2 (N) Citem C	1	Act 2 (N) Cpot C	2																	0
Act 3 (N) Champ A			-3	75	150	450	750		Act 3 (N) Citem A	1	Act 3 (N) Cpot A	2																	0
Act 3 (N) Champ B			-3	75	150	450	750		Act 3 (N) Citem B	1	Act 3 (N) Cpot B	2																	0
Act 3 (N) Champ C			-3	75	150	450	750		Act 3 (N) Citem C	1	Act 3 (N) Cpot C	2																	0
Act 4 (N) Champ A			-3	75	150	450	750		Act 4 (N) Citem A	1	Act 4 (N) Cpot A	2																	0
Act 4 (N) Champ B			-3	75	150	450	750		Act 4 (N) Citem B	1	Act 4 (N) Cpot B	2																	0
Act 4 (N) Champ C			-3	75	150	450	750		Act 4 (N) Citem B	1	Act 4 (N) Cpot B	2																	0
Act 5 (N) Champ A			-3	75	150	450	750		Act 5 (N) Citem A	1	Act 5 (N) Cpot A	2																	0
Act 5 (N) Champ B			-3	75	150	450	750		Act 5 (N) Citem B	1	Act 5 (N) Cpot B	2																	0
Act 5 (N) Champ C			-3	75	150	450	750		Act 5 (N) Citem C	1	Act 5 (N) Cpot C	2																	0
Act 1 (H) Champ A			-4	75	150	450	750		Act 1 (H) Citem A	1	Act 1 (H) Cpot A	3																	0
Act 1 (H) Champ B			-4	75	150	450	750		Act 1 (H) Citem B	1	Act 1 (H) Cpot B	3																	0
Act 1 (H) Champ C			-4	75	150	450	750		Act 1 (H) Citem C	1	Act 1 (H) Cpot C	3																	0
Act 2 (H) Champ A			-4	75	150	450	750		Act 2 (H) Citem A	1	Act 2 (H) Cpot A	3																	0
