name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	nameable
Sacred Targe	100	0	1	1	359	812	30	0	61	0	19	54	0	63	0	72618	164130	pab	pab	0	304	pa1		pa1	pa6	pab		7	2	2	1	4	2	flppa1	invpa1			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		1	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Sacred Rondache	100	0	1	1	407	890	36	0	72	0	22	81	0	70	0	85659	164132	pac	pac	0	304	pa1		pa2	pa7	pac		7	2	2	1	4	2	flppa1	invpa2			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		2	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Ancient Shield	100	0	1	1	461	974	45	0	84	0	25	66	0	74	0	97676	164134	pad	pad	0	304	pa3		pa3	pa8	pad		7	2	4	1	6	2	flppa3	invpa3			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		3	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Zakarum Shield	100	0	1	1	513	1096	50	0	97	0	28	78	0	82	0	120042	164136	pae	pae	0	304	pa3		pa4	pa9	pae		7	2	4	1	6	2	flppa3	invpa4			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		4	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Vortex Shield	100	0	1	1	563	1254	60	0	111	0	30	108	0	89	0	146372	164138	paf	paf	0	304	pa5		pa5	paa	paf		7	2	2	1	4	2	flppa5	invpa5			0	0	0	0	0	0	0		0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5		5	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Preserved Head	100	0	1	1	8	24	2	0	2	0	3	24	0	4	0	128	9256	ne1	ne1	0	305	ne1		ne1	ne6	neb		10	2	2	1	3	2	flpne1	invne1			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	1	0	1	255			1	0	0	xxx	xxx	1
Zombie Head	100	0	1	1	16	42	2	0	4	0	5	24	0	8	0	418	14672	ne2	ne2	0	305	ne2		ne2	ne7	nec		10	2	2	1	3	2	flpne2	invne2			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Unraveller Head	100	0	1	1	29	70	2	0	6	0	8	24	0	16	0	1070	29560	ne3	ne3	0	305	ne3		ne3	ne8	ned		10	2	2	1	3	2	flpne3	invne3			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Gargoyle Head	100	0	1	1	45	106	2	0	8	0	10	24	0	20	0	2164	46640	ne4	ne4	0	305	ne3		ne4	ne9	nee		10	2	2	1	3	2	flpne3	invne4			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Demon Head	100	0	1	1	62	140	2	0	10	0	12	24	0	24	0	3475	70700	ne5	ne5	0	305	ne2		ne5	nea	nef		10	2	2	1	3	2	flpne2	invne5			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Mummified Trophy	100	0	1	1	117	262	6	0	13	0	3	24	0	33	0	11590	164138	ne6	ne6	0	305	ne1		ne1	ne6	neb		10	2	2	1	3	2	flpne1	invmumhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	1
Fetish Trophy	100	0	1	1	141	314	6	0	16	0	5	24	0	39	0	14839	164140	ne7	ne7	0	305	ne2		ne2	ne7	nec		10	2	2	1	3	2	flpne2	invfethd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20			1	0	0	xxx	xxx	1
Sexton Trophy	100	0	1	1	166	364	6	0	19	0	8	24	0	45	0	18169	164142	ne8	ne8	0	305	ne3		ne3	ne8	ned		10	2	2	1	3	2	flpne3	invsexhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Cantor Trophy	100	0	1	1	195	430	6	0	22	0	10	24	0	49	0	22750	164144	ne9	ne9	0	305	ne3		ne4	ne9	nee		10	2	2	1	3	2	flpne3	invcanhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Heirophant Trophy	100	0	1	1	227	490	6	0	25	0	12	24	0	54	0	27993	164146	nea	nea	0	305	ne2		ne5	nea	nef		10	2	2	1	3	2	flpne2	invheihd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Minion Skull	100	0	1	1	312	754	6	0	30	0	3	24	0	59	0	56131	164138	neb	neb	0	305	ne1		ne1	ne6	neb		10	2	2	1	4	2	flpne1	invminhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Hellspawn Skull	100	0	1	1	344	822	6	0	35	0	5	24	0	67	0	64437	164140	nec	nec	0	305	ne2		ne2	ne7	nec		10	2	2	1	4	2	flpne2	invhelhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Overseer Skull	100	0	1	1	377	884	6	0	40	0	8	24	0	66	0	64122	164142	ned	ned	0	305	ne3		ne3	ne8	ned		10	2	2	1	4	2	flpne3	invovrhd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Succubae Skull	100	0	1	1	410	956	6	0	45	0	10	24	0	81	0	80462	164144	nee	nee	0	305	ne3		ne4	ne9	nee		10	2	2	1	4	2	flpne3	invsuchd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
Bloodlord Skull	100	0	1	1	444	1022	6	0	50	0	12	24	0	87	0	88246	164146	nef	nef	0	305	ne2		ne5	nea	nef		10	2	2	1	4	2	flpne2	invblohd			0	0	0	0	0	0	0		0	0	0	head		item_head	12	item_head	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	0	0	xxx	xxx	1
